名字,会员级别,评论内容,评论时间,点赞数,评论数,评价星级
j***1,PLUS会员,外观做工不错有质感，运行流畅度可以，性价比挺高，值得购买，京东物流依然给力。,2018-03-08 02:17:14,0,0,5
C***i,金牌会员,权衡了很久才决定给我妈买这款手机，看了网上很多推荐，都说麦芒5比较稳，她之前那部是魅族，魅族真的太水了，华为还算是挺不错的，至少刚拿到手上质感就比同价位的魅族好太多了，作为个千元机我觉得还挺好的，像素也能接受，我妈是挺满意的,2018-02-12 17:08:33,18,19,5
l***e,金牌会员,相信京东，觉得在京东自营店购买商品质量有保证，物流也快，权衡了很久才决定给我老婆买这款手机，看了网上很多推荐，都说麦芒5比较稳，国产的手机里面做的确实不错，这款手机做工挺精细的，支持指纹解锁，速度也快，屏幕分辨率1080p表现还可以，拍照的效果也不错，金属的机身，挺有质感，满意，好评。,2018-03-05 09:55:05,2,0,5
淅***流,PLUS会员,"华为手机收货后感受：
1、发货速度快。早上八点下的单，下午两点半收到送货通知，网购体验好好好！
2、手机外观满意；
3、系统运行速度满意；
4、装了常用软件后运行正常，耗电较大，管不了一天；
5、指纹解锁很爽；
6、赠送的：
A、手机套满意
B、自拍杆满意，顶端还带了凸面镜，拍前可以先照一下。
C、送 USB转Type-C转接头，满意。
D、没送手机钢化膜，京东网上的太贵，还要去淘&宝上订，很不满意！！！",2017-05-12 09:01:25,7,7,5
p***3,金牌会员,真的是华为麦芒，五，虽然说是16年的牌子了，但是，果然那性能啊就是各方面都不太一样啊，我非常的喜欢麦芒，五，我之前就在麦芒五和vivo，茶几之间就是在纠结嘛，只有感觉，嗯，我还是选择了逼我，哦哦现在呢这部手机是买给妈**，就是看着他，就是降价，就搞活动特别的优惠，所以就买了下来，今天很快就到货了，京东小哥非常的好，服务也很到位今天打开来看，真的非常的惊艳，外表非常的得我心我非常非常的喜欢，嗯怎么说呢？就是性价比很高吧，反正，我妈妈肯定会非常喜欢的啦，很支持支持国产，支持国产机,2017-10-05 11:32:18,26,11,5
k***o,金牌会员,华为的手机不用多说，国产的手机里面做的确实不错，这款手机做工挺精细的，支持指纹解锁，速度也快，屏幕分辨率1080p表现还可以，拍照的效果也不错，金属的机身，挺有质感，满意，谢谢京东快递师傅，这么热的温度下还能迅速的把产品送到客户手里，非常满意。,2017-08-11 17:36:46,62,36,5
j***r,银牌会员,刚刚收到相信京东吧，后续评价吧，怎么没有发票呢？以后怎么保修？,2018-02-23 15:10:56,0,0,5
王***w,银牌会员,华为手机外观漂亮，系统也行，这几天一直在挑魅族，小米，360最后还是选了卖芒，一直用华为，相信华为会越来越好吧，就怕这曲屏幕容易破碎。还有怎么没有发票。,2018-03-02 06:05:27,0,0,5
y***9,银牌会员,用了几天  感觉还不错  第一次到的机子不太好  卖家服务很好  京东也比较给力  换了一部新的   整体还比较满意  好评,2017-09-21 21:24:33,24,7,5
骷***饰,银牌会员,星期5晚上下的单，星期一晚上8点收到的，快递员那么晚还在送，辛苦了！外包装就是一个京东的袋子，盒子里有充电器和耳机！平常用来看新闻，聊微信，不玩大型游戏，应该可以了。希望机子不要出什么问题，好好的陪着我吧！,2018-01-30 09:39:09,17,3,5
jd_180021ang,钻石会员,我是给老爸买的 我打开看看挺好的 锁屏壁纸侒一次换一次 景色图片 真好 我挺喜欢的 手机用上感觉也不错 就是这个内存只剩下50左右了  能扩展还行 外观挺好的  像素也不错,2017-07-07 13:49:52,32,9,5
j***g,银牌会员,物流快，服务态度很好，对宝贝很喜欢。今天买到了很高兴。,2018-03-04 11:41:15,1,0,5
j***x,PLUS会员[试用],用了一段时间，对我这种不玩游戏的人，速度挺好的。像素，音质都不错，信赖京东自营。物流超快，下午订的，第二天上午就到了！,2018-03-04 12:03:47,0,0,5
Z***8,金牌会员,手机一般般吧！不过电池不错的，轻度手机迷可用两天，一般的也就一天半，只是喇叭声音有点沙哑，还有就是耳机设计有点去闷，理想手机：音质好，电量足。,2018-02-05 17:05:51,11,1,5
c***o,PLUS会员,1899入手，第二天就到了，手感还不错，希望能用久一点,2017-11-24 09:37:38,13,11,5
哥***睿,银牌会员,第二部华为麦芒5手机了，一个月之内买了2部，觉得性价比很高，不错，虽然也有小缺点，但是毫不影响我心中认同它是一部好手机，电池挺耐用，重度使用一个白天，轻度使用一天半没问题，这个价位入手挺满意了，毕竟比刚出来的时候便宜一千块了，硬件嘛也挺好，因为我不玩游戏，只是聊聊微信，发发邮件，看看今日头条，打电话聊QQ什么的，性能已经够用了，不讲究性能追求性价比的朋友可以考虑这部手机，真的挺好，习惯了华为手机，一直用都是华为和荣耀，也没想着换其他品牌的手机，自己满意就好了！,2018-02-23 16:23:50,1,2,5
6***1,钻石会员,这是我买过的第一款有配耳机的手机，手机的屏幕尺寸和厚度重量都很好，女生用都不会觉得厚重，很有手感！拍照多功能调整很清晰，还能拍夜景的车水马龙，真是帅呆了。连前置800万自拍也完全无压力，美肤美妆效果超赞的。下午拿到时大概是60％几的电量，之后一直刷微信到现在，自拍还看视频，到现在还有20％几的电，很耐用。内存64g 所以我没加内存卡，装了不少软件还有差不多50g 容量。唯一觉得不足的是微信语音功能要对着送话器才能大声些，不知道是我习惯了步步高的大音量还是微信软件问题，但其他播放音乐通话什么的就正常很大声，双扬声器的。很满意！,2016-08-29 00:40:42,2,3,5
长***T,铜牌会员,今天刚入手，手感不错，上个手机也是华为，感觉还行，就是上手机号芯片的时候麻烦了点，不知道拍照效果怎么样，等明天白天去外面试一下！,2018-01-30 00:10:22,2,0,5
K***0,银牌会员,这个价钱买到这个机可以了，性价比高！喜欢！不错！,2018-01-20 09:32:42,12,3,5
